graine,RMSE,score_asymétrique
0,13.044349071613738,10522.749709155276
1,12.945299979857483,12126.31328505601
2,13.256979573644122,11395.803702514952
3,12.567277796019983,8696.171084422762
4,12.704173053584453,9457.545504505732
